0000.000000 0000011A 8 01 40 00 55 00 00 01 15
0000.000241 000001DB 8 FF C0 BF EA 00 00 03 65
0000.000481 000001F2 8 08 64 00 00 00 0A 02 00
0000.000727 000001DC 8 3C 04 DF FD 08 C0 CF 9A
0000.004946 000001DA 8 01 00 00 00 00 01 00 90
0000.005177 0000055A 8 00 2A 2B 00 5F 2D 3A C8
0000.009590 0000011A 8 01 40 00 55 40 00 02 D8
0000.010025 000001D4 8 F7 07 00 00 C2 06 40 B1
0000.010271 000001F2 8 08 64 00 00 00 0A 03 01
0000.010517 000001DB 8 FF E0 BF AA 00 00 00 A0
0000.010768 00000284 8 00 00 00 00 00 00 01 87
0000.010998 000001DC 8 3C 04 DF FD 0C C8 C8 CE
0000.014935 000001DA 8 01 00 00 00 00 01 01 15
0000.015386 0000056E 1 46       
0000.019886 0000011A 8 01 40 00 AA 80 00 03 CE
0000.020209 000001DB 8 FF C0 BF AA 00 00 01 74
0000.020444 000001D4 8 F7 07 00 00 02 06 40 7D
0000.020685 000001DC 8 3C 04 DF FD 01 09 05 8D
0000.020936 000001F2 8 08 64 00 00 00 0A 00 0E
0000.021105 000005B9 5 18 B4 61 FE 28   
0000.024940 000001DA 8 01 00 00 00 00 01 02 1F
0000.029133 0000011A 8 01 40 00 AA C0 00 00 03
0000.030218 000001DB 8 FF C0 BF AA 00 00 02 7E
0000.030459 000001DC 8 3C 04 DF FD 05 60 C6 CB
0000.030700 000001D4 8 F7 07 00 00 42 06 40 BA
0000.030935 000001F2 8 08 64 00 00 00 0A 01 0F
0000.031186 00000284 8 00 00 00 00 00 00 02 88
0000.034934 000001DA 8 01 00 00 00 00 01 03 9A
0000.039890 0000011A 8 01 40 00 55 00 00 01 15
0000.040382 000001DB 8 FF C0 BF AA 00 00 03 FB
0000.040796 000001D4 8 F7 07 00 00 82 06 40 76
0000.041032 000001DC 8 3C 04 DF FD 08 C0 CF 9A
0000.041278 000001F2 8 08 64 00 00 00 0A 02 00
0000.041488 0000050C 6 00 00 00 01 5D 5F  
0000.041713 0000055B 8 A1 80 AA 00 E5 40 11 DE
0000.044938 000001DA 8 01 00 00 00 00 01 00 90
0000.049608 0000011A 8 01 40 00 55 40 00 02 D8
0000.050540 000001DB 8 FF C0 BF AA 00 00 00 F1
0000.050780 000001DC 8 3C 04 DF FD 0C C8 C8 CE
0000.051031 000001D4 8 F7 07 00 00 C2 06 40 B1
0000.051272 000001F2 8 08 64 00 00 00 0A 03 01
0000.051523 00000284 8 00 00 00 00 00 00 03 89
0000.051753 000005BC 8 17 43 2C 2B C9 45 40 5A
0000.051994 000005C0 8 40 58 58 00 C8 08 00 00
0000.054928 000001DA 8 01 00 00 00 00 01 01 15
0000.056453 0000054A 8 10 00 70 06 2E 00 00 29
0000.057447 0000054B 8 00 88 98 12 04 00 00 00
0000.058455 0000054C 8 69 66 00 00 00 00 53 00
0000.059454 0000054F 8 22 01 00 00 07 00 8C 1F
0000.059894 0000011A 8 01 40 00 AA 80 00 03 CE
0000.060237 000001DB 8 FF C0 BF AA 00 00 01 74
0000.060713 000001DC 8 3C 04 DF FD 01 09 05 8D
0000.061322 000001D4 8 F7 07 00 00 02 06 40 7D
0000.061563 000001F2 8 08 64 00 00 00 0A 00 0E
0000.061768 0000050A 6 04 30 00 0C 00 20  
0000.064937 000001DA 8 01 00 00 00 00 01 02 1F
0000.069182 0000011A 8 01 40 00 AA C0 00 00 03
0000.070236 000001DB 8 FF C0 BF AA 00 00 02 7E
0000.070451 000001DC 8 3C 04 DF FD 05 60 C6 CB
0000.071475 000001D4 8 F7 07 00 00 42 06 40 BA
0000.071711 000001F2 8 08 64 00 00 00 0A 01 0F
0000.071962 00000284 8 00 00 00 00 00 00 04 8A
0000.074931 000001DA 8 01 00 00 00 00 01 03 9A
0000.076769 00000380 8 02 04 10 21 00 00 00 27
0000.077015 000005BF 8 00 00 00 00 18 00 00 08
0000.079903 0000011A 8 01 40 00 55 00 00 01 15
0000.080225 000001DB 8 FF C0 BF AA 00 00 03 FB
0000.080466 000001DC 8 3C 04 DF FD 08 C0 CF 9A
0000.081746 000001D4 8 F7 07 00 00 82 06 40 76
0000.081992 000001F2 8 08 64 00 00 00 0A 02 00
0000.082243 0000050B 6 00 00 04 C0 00 60  
0000.084936 000001DA 8 01 00 00 00 00 01 00 90
0000.089610 0000011A 8 01 40 00 55 40 00 02 D8
0000.090425 000001DB 8 FF E0 BF AA 00 00 00 A0
0000.090660 000001DC 8 3C 04 DF FD 0C C8 C8 CE
0000.091976 000001D4 8 F7 07 00 00 C2 06 40 B1
0000.092222 000001F2 8 08 64 00 00 00 0A 03 01
0000.092462 00000284 8 00 00 00 00 00 00 05 8B
0000.094925 000001DA 8 01 00 00 00 00 01 01 15
0000.099907 0000011A 8 01 40 00 AA 80 00 03 CE
0000.100240 000001DB 8 FF E0 BF AA 00 00 01 25
0000.100670 000001DC 8 3C 04 DF FD 01 09 05 8D
0000.102180 000001D4 8 F7 07 00 00 02 06 40 7D
0000.102426 000001F2 8 08 64 00 00 00 0A 00 0E
0000.104929 000001DA 8 01 00 00 00 00 01 02 1F
0000.105165 0000055A 8 00 2A 2B 00 5F 2D 3A C8
0000.109118 0000011A 8 01 40 00 AA C0 00 00 03
0000.110203 000001DB 8 FF C0 BF AA 00 00 02 7E
0000.110449 000001DC 8 3C 04 DF FD 05 60 C6 CB
0000.112456 000001D4 8 F7 07 00 00 42 06 40 BA
0000.112702 000001F2 8 08 64 00 00 00 0A 01 0F
0000.112942 00000284 8 00 00 00 00 00 00 06 8C
