0000.109794 00000292 8 80 C7 F0 7F E0 00 13 03
0000.110874 000002DE 8 00 00 00 00 00 00 01 28
0000.111094 000001C6 8 7F FF FF FE 72 29 00 DD
0000.111289 000001CB 7 00 00 00 00 10 00 46 
0000.112415 00000300 1 00       
0000.112958 0000035D 8 80 03 00 00 00 00 00 00
0000.113572 00000174 8 00 00 00 AA 04 00 00 00
0000.113813 00000176 7 00 00 00 00 00 00 04 
0000.114064 00000180 8 00 00 00 00 00 00 24 00
0000.114258 000001D5 5 00 00 00 00 D6   
0000.115333 00000002 5 A8 FF 00 07 BE   
0000.119301 000001CF 8 FF 32 FF FE 08 00 28 2E
0000.119542 00000284 8 00 00 00 00 00 00 3F C5
0000.119788 00000285 8 00 00 00 00 00 00 3F C6
0000.119967 00000286 5 00 C0 84 36 00   
0000.120832 00000280 8 03 00 00 00 00 00 00 00
0000.121058 000001CB 7 00 00 00 00 10 01 C3 
0000.121293 000001C6 8 7F FF FF FE 72 29 01 DE
0000.121544 000002DE 8 00 00 00 00 00 00 01 28
0000.123520 00000174 8 00 00 00 AA 05 00 00 00
0000.123761 00000176 7 00 00 00 00 00 00 05 
0000.124017 00000180 8 00 00 00 00 00 00 25 00
0000.124206 000001D5 5 00 00 00 01 D7   
0000.124380 00000260 4 90 C8 7D 00    
0000.125338 00000002 5 A8 FF 00 07 AF   
0000.126480 00000215 6 FF F0 FF 00 FF FF  
0000.126746 00000216 2 42 64      
0000.129352 000001CF 8 FF 32 FF FE 08 00 29 2F
0000.129598 00000245 8 7F E8 02 18 00 00 7F E0
0000.129838 00000292 8 80 E7 F1 7F D0 00 14 00
0000.130084 00000354 8 00 00 00 00 00 00 04 00
0000.130842 000002DE 8 00 00 00 00 00 00 01 28
0000.131077 000001C6 8 7F FF FF FE 72 29 02 DF
0000.131298 000001CB 7 00 00 00 00 10 02 C9 
0000.132455 000005E4 3 00 00 00     
0000.132567 00000300 1 00       
0000.133509 00000174 8 00 00 00 AA 06 00 00 00
0000.133745 00000176 7 00 00 00 00 00 00 06 
0000.134001 00000180 8 00 00 00 00 00 00 26 00
0000.134201 000001D5 5 00 00 00 02 D8   
0000.135394 00000002 5 A8 FF 00 07 50   
0000.135568 00000385 8 1A 00 AB AD 00 00 C0 66
0000.136878 0000056E 4 46 00 00 00    
0000.139336 000001CF 8 FF 32 FF FE 08 00 2A 30
0000.139587 00000284 8 00 00 00 00 00 00 40 C6
0000.139827 00000285 8 00 00 00 00 00 00 40 C7
0000.140012 00000286 5 00 00 84 36 00   
0000.140882 00000280 8 03 00 00 00 00 00 00 00
0000.141128 000001C6 8 7F FF FF FE 72 29 03 E0
0000.141322 000001CB 7 00 00 00 00 10 03 4C 
0000.141563 000002DE 8 00 00 00 00 00 00 01 28
0000.141814 00000355 8 00 00 00 00 00 00 40 00
0000.142055 00000509 8 FF F8 FC FC 00 00 20 FF
0000.142244 000005E3 5 76 00 00 00 80   
0000.142920 0000060D 8 06 06 00 00 00 00 00 00
0000.143637 00000174 8 00 00 00 AA 07 00 00 00
0000.143872 00000176 7 00 00 00 00 00 00 07 
0000.144133 00000180 8 00 00 00 00 00 00 27 00
0000.144328 000001D5 5 00 00 00 03 D9   
0000.144502 00000260 4 90 C8 7D 00    
0000.145331 00000002 5 A8 FF 00 07 41   
0000.146509 00000215 6 FF F0 FF 00 FF FF  
0000.146770 00000216 2 42 64      
0000.149340 000001CF 8 FF 32 FF FE 08 00 2B 31
0000.149581 00000245 8 7F E8 02 18 00 00 7F E1
0000.149822 00000292 8 80 C7 F1 7F C0 00 14 01
0000.150887 000002DE 8 00 00 00 00 00 00 01 28
0000.151122 000001C6 8 7F FF FF FE 72 29 00 DD
0000.151347 000001CB 7 00 00 00 00 10 00 46 
0000.152407 00000300 1 00       
0000.152899 00000358 8 00 0A 80 00 80 00 00 00
0000.153570 0000050A 8 85 32 A0 0C 80 21 04 00
0000.153785 0000002A 6 00 00 00 00 00 08  
0000.154030 00000174 8 00 00 00 AA 08 00 00 00
0000.154271 00000176 7 00 00 00 00 00 00 08 
0000.154527 00000180 8 00 00 00 00 00 00 28 00
0000.154716 000001D5 5 00 00 00 00 D6   
0000.155336 00000002 5 A8 FF 00 07 72   
0000.159324 000001CF 8 FF 32 FF FE 08 00 28 2E
0000.159575 00000284 8 00 00 00 00 00 00 41 C7
0000.159821 00000285 8 00 00 00 00 00 00 41 C8
0000.160005 00000286 5 00 40 84 36 00   
0000.160866 00000280 8 03 00 00 00 00 00 00 00
0000.161101 000001C6 8 7F FF FF FE 72 29 01 DE
0000.161326 000001CB 7 00 00 00 00 10 01 C3 
0000.161572 000002DE 8 00 00 00 00 00 00 01 28
0000.161746 000004F2 4 00 00 00 00    
0000.162883 00000351 8 00 00 00 00 00 00 42 02
0000.163569 00000174 8 00 00 00 AA 09 00 00 00
0000.163804 00000176 7 00 00 00 00 00 00 09 
0000.164060 00000180 8 00 00 00 00 00 00 29 00
0000.164255 000001D5 5 00 00 00 01 D7   
0000.164424 00000260 4 90 C8 7D 00    
0000.164588 00000421 3 08 00 00     
0000.164880 0000050D 8 0E 00 80 00 00 00 00 80
0000.165146 00000510 8 47 E0 10 08 18 00 00 53
0000.165412 00000551 8 00 00 00 80 FF 00 00 00
0000.165535 00000002 5 A8 FF 00 07 63   
0000.165791 00000580 8 00 00 00 00 00 00 00 00
0000.166032 000005A9 8 76 09 40 12 C3 A0 00 00
0000.166267 000005B3 8 50 AA 70 98 A0 40 E7 8A
0000.166585 00000215 6 FF F0 FF 00 FF FF  
0000.166820 0000055B 8 3E C0 55 00 E2 80 11 A0
0000.166953 00000216 2 42 64      
0000.167184 000005BC 8 7D 00 28 50 AA 50 A1 68
0000.169360 000001CF 8 FF 32 FF FE 08 00 29 2F
0000.169595 00000245 8 7F E8 02 18 00 00 7F E2
0000.169836 00000292 8 80 B7 F1 7F C0 00 14 02
0000.170082 00000354 8 00 00 00 00 00 08 04 00
0000.170240 00000559 3 48 00 00     
0000.170880 000005C5 8 40 02 4A 56 00 0C 00 00
0000.171136 000001C6 8 7F FF FF FE 72 29 02 DF
0000.171321 000001CB 7 00 00 00 00 10 02 C9 
0000.171571 000002DE 8 00 00 00 00 00 00 01 28
0000.172411 00000300 1 00       
0000.173548 00000174 8 00 00 00 AA 0A 00 00 00
0000.173783 00000176 7 00 00 00 00 00 00 0A 
0000.174039 00000180 8 00 00 00 00 00 00 2A 00
0000.174239 000001D5 5 00 00 00 02 D8   
0000.175345 00000002 5 A8 FF 00 07 14   
0000.176528 0000054A 8 10 80 70 06 24 00 00 29
0000.176778 0000054B 8 10 49 A0 12 14 00 00 00
0000.179333 000001CF 8 FF 32 FF FE 08 00 2A 30
0000.179574 00000284 8 00 00 00 00 00 00 42 C8
0000.179820 00000285 8 00 00 00 00 00 00 42 C9
0000.180004 00000286 5 00 80 84 36 00   
0000.180885 00000280 8 03 00 00 00 00 00 00 00
0000.181125 000001C6 8 7F FF FF FE 72 29 03 E0
0000.181356 000001CB 7 00 00 00 00 10 03 4C 
0000.181602 000002DE 8 00 00 00 00 00 00 01 28
0000.181847 00000355 8 00 00 00 00 00 00 40 00
0000.182093 00000390 8 04 00 00 03 00 80 00 D8
0000.183578 00000174 8 00 00 00 AA 0B 00 00 00
0000.183813 00000176 7 00 00 00 00 00 00 0B 
0000.184064 00000180 8 00 00 00 00 00 00 2B 00
0000.184269 000001D5 5 00 00 00 03 D9   
0000.184438 00000260 4 90 C8 7D 00    
0000.185339 00000002 5 A8 FF 00 07 05   
0000.186537 00000215 6 FF F0 FF 00 FF FF  
0000.186788 00000216 2 42 64      
0000.187106 00000625 6 02 60 FF 1D 20 00  
0000.189307 000001CF 8 FF 32 FF FE 08 00 2B 31
0000.189543 00000245 8 7F E8 02 18 00 00 7F E3
0000.189778 00000292 8 80 B7 F3 7F D0 00 14 03
0000.190884 000002DE 8 00 00 00 00 00 00 01 28
0000.191130 000001C6 8 7F FF FF FE 72 29 00 DD
0000.191350 000001CB 7 00 00 00 00 10 00 46 
0000.192394 00000300 1 00       
0000.193623 00000174 8 00 00 00 AA 0C 00 00 00
0000.193854 00000176 7 00 00 00 00 00 00 0C 
0000.194115 00000180 8 00 00 00 00 00 00 2C 00
0000.194314 000001D5 5 00 00 00 00 D6   
0000.195369 00000002 5 A8 FF 00 07 36   
0000.199312 000001CF 8 FF 32 FF FE 08 00 28 2E
0000.199562 00000284 8 00 00 00 00 00 00 43 C9
0000.199803 00000285 8 00 00 00 00 00 00 43 CA
0000.199987 00000286 5 00 C0 84 36 00   
0000.200935 00000280 8 03 00 00 00 00 00 00 00
0000.201170 000001C6 8 7F FF FF FE 72 29 01 DE
0000.201395 000001CB 7 00 00 00 00 10 01 C3 
0000.201636 000002DE 8 00 00 00 00 00 00 01 28
0000.203505 00000174 8 00 00 00 AA 0D 00 00 00
0000.203746 00000176 7 00 00 00 00 00 00 0D 
0000.203996 00000180 8 00 00 00 00 00 00 2D 00
0000.204201 000001D5 5 00 00 00 01 D7   
0000.204375 00000260 4 90 C8 7D 00    
0000.205348 00000002 5 A8 FF 00 07 27   
0000.206546 00000215 6 FF F0 FF 00 FF FF  
0000.206884 00000216 2 42 64      
0000.209383 000001CF 8 FF 32 FF FE 08 00 29 2F
0000.209618 00000245 8 7F E8 02 18 00 00 7F E0
0000.209864 00000292 8 80 B7 F4 7F E0 00 14 00
0000.210115 00000354 8 00 00 00 00 00 10 04 00
0000.210908 000002DE 8 00 00 00 00 00 00 01 28
0000.211144 000001C6 8 7F FF FF FE 72 29 02 DF
0000.211369 000001CB 7 00 00 00 00 10 02 C9 
0000.212393 00000300 1 00       
0000.212803 0000035D 8 80 03 00 00 00 00 00 00
0000.213484 00000174 8 00 00 00 AA 0E 00 00 00
0000.213719 00000176 7 00 00 00 00 00 00 0E 
0000.213975 00000180 8 00 00 00 00 00 00 2E 00
0000.214175 000001D5 5 00 00 00 02 D8   
0000.215347 00000002 5 A8 FF 00 07 D8   
0000.219341 000001CF 8 FF 32 FF FE 08 00 2A 30
0000.219587 00000284 8 00 00 00 00 00 00 44 CA
0000.219827 00000285 8 00 00 00 00 00 00 44 CB
0000.220017 00000286 5 00 00 84 36 00   
0000.220918 00000280 8 03 00 00 00 00 00 00 00
0000.221159 000001C6 8 7F FF FF FE 72 29 03 E0
0000.221384 000001CB 7 00 00 00 00 10 03 4C 
0000.221630 000002DE 8 00 00 00 00 00 00 01 28
0000.221875 00000355 8 00 00 00 00 00 00 40 00
0000.223509 00000174 8 00 00 00 AA 0F 00 00 00
0000.223749 00000176 7 00 00 00 00 00 00 0F 
0000.224010 00000180 8 00 00 00 00 00 00 2F 00
0000.224205 000001D5 5 00 00 00 03 D9   
0000.224379 00000260 4 90 C8 7D 00    
0000.224533 00000421 3 08 00 00     
0000.225403 00000002 5 A8 FF 00 07 C9   
0000.226570 00000215 6 FF F0 FF 00 FF FF  
0000.226852 00000216 2 42 64      
0000.229325 000001CF 8 FF 32 FF FE 08 00 2B 31
0000.229571 00000245 8 7F E8 02 18 00 00 7F E1
0000.229806 00000292 8 80 C7 F6 7F D0 00 14 01
0000.230928 000002DE 8 00 00 00 00 00 00 01 28
0000.231158 000001C6 8 7F FF FF FE 72 29 00 DD
0000.231394 000001CB 7 00 00 00 00 10 00 46 
0000.232423 000005E4 3 00 00 00     
0000.232535 00000300 1 00       
0000.233518 00000174 8 00 00 00 AA 00 00 00 00
0000.233754 00000176 7 00 00 00 00 00 00 00 
0000.234010 00000180 8 00 00 00 00 00 00 20 00
0000.234210 000001D5 5 00 00 00 00 D6   
0000.235346 00000002 5 A8 FF 00 07 FA   
0000.235582 00000385 8 1A 00 AB AD 00 00 C0 66
0000.236887 0000056E 4 46 00 00 00    
0000.239309 000001CF 8 FF 32 FF FE 08 00 28 2E
0000.239550 00000284 8 00 00 00 00 00 00 45 CB
0000.239785 00000285 8 00 00 00 00 00 00 45 CC
0000.239975 00000286 5 00 40 84 36 00   
0000.240896 000001CB 7 00 00 00 00 10 01 C3 
0000.241137 000001C6 8 7F FF FF FE 72 29 01 DE
0000.241388 00000280 8 03 00 00 00 00 00 00 00
0000.241628 000002DE 8 00 00 00 00 00 00 01 28
0000.242760 0000060D 8 06 06 00 00 00 00 00 00
0000.243564 00000174 8 00 00 00 AA 01 00 00 00
0000.243804 00000176 7 00 00 00 00 00 00 01 
0000.244060 00000180 8 00 00 00 00 00 00 21 00
0000.244255 000001D5 5 00 00 00 01 D7   
0000.244429 00000260 4 90 C8 7D 00    
0000.245351 00000002 5 A8 FF 00 07 EB   
0000.246579 00000215 6 FF F0 FF 00 FF FF  
0000.246846 00000216 2 42 64      
0000.249339 000001CF 8 FF 32 FF FE 08 00 29 2F
0000.249585 00000245 8 7F E8 02 18 00 00 7F E2
0000.249826 00000292 8 80 E7 F4 7F C0 00 13 02
0000.250066 00000354 8 00 00 00 00 00 18 04 00
0000.250952 000002DE 8 00 00 00 00 00 00 01 28
0000.251187 000001C6 8 7F FF FF FE 72 29 02 DF
0000.251413 000001CB 7 00 00 00 00 10 02 C9 
0000.252380 00000300 1 00       
0000.252744 00000358 8 00 0A 80 00 80 00 00 00
0000.253471 0000050A 8 85 52 A0 0C 80 21 04 00
0000.253691 0000002A 6 00 00 00 00 00 0C  
0000.253932 00000174 8 00 00 00 AA 02 00 00 00
0000.254167 00000176 7 00 00 00 00 00 00 02 
0000.254423 00000180 8 00 00 00 00 00 00 22 00
0000.254623 000001D5 5 00 00 00 02 D8   
0000.255406 00000002 5 A8 FF 00 07 9C   
0000.255539 000005E8 5 00 00 00 00 A0   
0000.259313 000001CF 8 FF 32 FF FE 08 00 2A 30
0000.259559 00000284 8 00 00 00 00 00 00 46 CC
0000.259799 00000285 8 00 00 00 00 00 00 46 CD
0000.259984 00000286 5 00 80 84 36 00   
0000.260997 00000280 8 03 00 00 00 00 00 00 00
0000.261192 000001C6 8 7F FF FF FE 72 29 03 E0
0000.261417 000001CB 7 00 00 00 00 10 03 4C 
0000.261668 000002DE 8 00 00 00 00 00 00 01 28
0000.261914 00000355 8 00 00 00 00 00 00 40 00
0000.262083 000004F2 4 00 00 00 00    
0000.262723 00000351 8 00 00 00 00 00 00 42 02
0000.263562 00000174 8 00 00 00 AA 03 00 00 00
0000.263803 00000176 7 00 00 00 00 00 00 03 
0000.264064 00000180 8 00 00 00 00 00 00 23 00
0000.264259 000001D5 5 00 00 00 03 D9   
0000.264433 00000260 4 90 C8 7D 00    
0000.264679 0000050D 8 0E 00 80 00 00 00 00 80
0000.264930 00000510 8 47 E8 20 08 18 00 00 53
0000.265186 00000551 8 00 00 00 80 FF 00 00 00
0000.265370 00000002 5 A8 FF 00 07 8D   
0000.265626 00000580 8 00 00 00 00 00 00 00 00
0000.265872 000005A9 8 76 09 40 12 C3 A0 00 00
0000.266107 000005B3 8 50 AA 70 98 A0 40 E7 8A
0000.266348 000005EB 8 7F B6 1F 36 37 35 00 2C
0000.266604 000005F8 8 00 00 FF FC 1C F8 7C 00
0000.266803 00000215 6 FF F0 FF 00 FF FF  
0000.267049 0000055B 8 3E C0 AA 00 E2 80 12 ED
0000.267172 00000216 2 42 64      
0000.267413 000005BC 8 10 00 28 50 AA 41 03 84
0000.267669 000005F9 8 FF 1F E0 00 39 0F 03 00
0000.269322 000001CF 8 FF 32 FF FE 08 00 2B 31
0000.269568 00000245 8 7F E8 02 18 00 00 7F E3
0000.269804 00000292 8 80 E7 F1 7F C0 00 14 03
0000.270946 000005C5 8 40 02 4A 56 00 0C 00 00
0000.271181 000001C6 8 7F FF FF FE 72 29 00 DD
0000.271406 000001CB 7 00 00 00 00 10 00 46 
0000.271652 000002DE 8 00 00 00 00 00 00 01 28
0000.271811 00000559 3 48 00 00     
0000.272379 00000300 1 00       
0000.273541 00000174 8 00 00 00 AA 04 00 00 00
0000.273777 00000176 7 00 00 00 00 00 00 04 
0000.274033 00000180 8 00 00 00 00 00 00 24 00
0000.274233 000001D5 5 00 00 00 00 D6   
0000.275354 00000002 5 A8 FF 00 07 BE   
0000.276608 00000481 2 2C 00      
0000.276946 0000054A 8 9E 80 70 06 24 00 00 29
0000.277192 0000054B 8 10 49 A0 12 14 00 00 00
0000.279347 000001CF 8 FF 32 FF FE 08 00 28 2E
0000.279593 00000284 8 00 00 00 00 00 00 47 CD
0000.279839 00000285 8 00 00 00 00 00 00 47 CE
0000.280023 00000286 5 00 C0 84 36 00   
0000.280965 00000280 8 03 00 00 00 00 00 00 00
0000.281201 000001C6 8 7F FF FF FE 72 29 01 DE
0000.281426 000001CB 7 00 00 00 00 10 01 C3 
0000.281672 000002DE 8 00 00 00 00 00 00 01 28
0000.282122 00000390 8 04 00 00 03 00 80 00 E9
0000.283515 00000174 8 00 00 00 AA 05 00 00 00
0000.283756 00000176 7 00 00 00 00 00 00 05 
0000.284007 00000180 8 00 00 00 00 00 00 25 00
0000.284201 000001D5 5 00 00 00 01 D7   
0000.284375 00000260 4 90 C8 7D 00    
0000.284529 00000421 3 08 00 00     
0000.285404 00000002 5 A8 FF 00 07 AF   
0000.286618 00000215 6 FF F0 FF 00 FF FF  
0000.286869 00000216 2 42 64      
0000.287237 00000625 6 02 60 FF 1D 20 00  
0000.289383 000001CF 8 FF 32 FF FE 08 00 29 2F
0000.289618 00000245 8 7F E8 02 18 00 00 7F E0
0000.289859 00000292 8 80 C7 F1 7F C0 00 14 00
0000.290110 00000354 8 00 00 00 00 00 00 04 00
